,0,1,2
31123,9448257,890418998_58965452738_858631,Control
31124,9448266,894356922_90926783423_976926,Test
31125,9449101,329910154_81158289259_739740,Control
31126,9449550,305806733_71067514340_357619,Test
31127,9450100,43467889_34021512808_834699,Control
31128,9450100,626771741_55960552954_752071,Control
31129,9450100,789486300_9396952687_437806,Control
31130,9450242,22915684_88043808057_974771,Control
31131,9450972,40471102_67535448567_170404,Control
31132,9451034,87775690_99669637371_94584,Test
31133,9451137,200396550_65618731310_117544,Control
31134,9451729,575051377_91018698179_191790,Test
31135,9452903,362006117_66662092355_62956,Test
31136,9453694,964216649_2425853076_51292,Control
31137,9454555,846091727_52103527070_109016,Test
31138,9455359,81184932_20892897330_455699,Test
31139,9455830,240107994_64833644407_886476,Control
31140,9455842,102313083_89099432393_519923,Test
31141,9456356,377002499_85033448760_86679,Control
31142,9456512,780051987_49265361697_971574,Control
31143,9456594,680982709_11804627990_757367,Control
31144,9456874,776695755_62593740115_593807,Control
31145,9457344,990407275_67910923136_983829,Test
31146,9458112,257761666_21415913034_958731,Test
31147,9458551,526250695_57905329314_673058,Test
31148,9460114,176004569_50880937221_618453,Test
31149,9460332,280700210_43632222421_874066,Test
31150,9460446,498477377_75219374075_992921,Test
31151,9460469,618285120_26521407424_556932,Test
31152,9460935,460544487_23239703124_82553,Test
31153,9460951,26636994_34147774946_254753,Control
31154,9461348,402621716_81624853014_248176,Test
31155,9461443,250451451_21755601646_252241,Control
31156,9461443,543648921_93050156298_876204,Control
31157,9461443,651472972_4040323064_383549,Control
31158,9461443,772025530_79869649526_506396,Control
31159,9461443,855844836_51160311018_830241,Control
31160,9461443,86278093_36244620743_752606,Control
31161,9461443,949811529_72328542997_678342,Control
31162,9461446,251568736_37839206288_999085,Test
31163,9461504,615067483_906952017_272281,Test
31164,9461515,192750610_27282600026_262378,Control
31165,9461656,154952951_87681777828_377407,Test
31166,9461903,15854259_58372943863_53452,Test
31167,9462455,112421849_36991899220_388369,Test
31168,9462600,679625973_15855555443_202402,Test
31169,9463544,169279444_9366425916_270307,Test
31170,9463544,252498281_64826670087_992397,Test
31171,9463714,187779688_89891756656_3074,Control
31172,9463714,576925311_437385365_543127,Control
31173,9463762,413151777_22427116624_346869,Control
31174,9463775,340638126_17276578228_989272,Test
31175,9464030,236325498_49774519569_522077,Test
31176,9464030,256463475_9949935183_804175,Test
31177,9464626,12900155_92084474477_578242,Test
31178,9464747,112143763_18836466294_340818,Test
31179,9464747,754846748_55426903732_942149,Test
31180,9465071,809614253_83243766795_947126,Test
31181,9465233,431435084_51153433741_170713,Test
31182,9466213,949703350_82706626369_422624,Control
31183,9466333,976471886_26267808250_797419,Test
31184,9466803,812185460_4263902139_352107,Test
31185,9466891,403688178_159607959_79439,Test
31186,9466891,645167202_67924363592_453476,Test
31187,9468174,62839378_62621098014_792341,Control
31188,9468476,343116369_12276604844_812720,Test
31189,9469078,534125244_99443942447_172598,Test
31190,9470158,236077786_86498911031_674455,Test
31191,9470260,246368040_49573546337_542237,Control
31192,9470260,819794357_55332957497_634586,Control
31193,9470581,632495995_78590093832_682461,Control
31194,9470581,666833253_61187894762_951568,Control
31195,9471146,606365822_84770766658_614542,Control
31196,9472337,435935633_87270473236_281675,Control
31197,9472361,746246181_99968152148_520493,Test
31198,9472462,18334755_25477906125_821665,Control
31199,9475111,235439791_79213805322_173913,Control
31200,9475111,526304594_44411129989_942450,Control
31201,9475111,663468245_68749356491_329009,Control
31202,9475241,633004139_45810760230_278498,Control
31203,9475871,797768236_29962217999_225930,Test
31204,9476286,98309557_47206067603_981433,Test
31205,9476493,64829864_86802866602_395180,Control
31206,9476669,895509584_44876774887_988576,Control
31207,9476934,372879155_80769621898_782716,Test
31208,9477573,911318655_34898936768_686401,Control
31209,9478169,398100700_67321977887_393492,Test
31210,9478703,319365021_8620711281_706493,Test
31211,9478703,921227975_88797008086_745668,Test
31212,9478730,120027680_53148807162_296715,Control
31213,9479651,236731888_85704046285_327645,Test
31214,9480602,89509076_63804845276_214540,Test
31215,9480795,914339649_13149913110_753562,Control
31216,9480824,570245384_17173754974_409287,Test
31217,9481649,170806775_11056132989_704187,Control
31218,9481982,327470955_30655427397_948501,Control
31219,9482109,496263742_84386229467_247333,Control
31220,9482109,760657554_66223395619_40000,Control
31221,9482725,842827003_64016786217_864520,Test
31222,9483133,38752220_33125490968_225369,Test
31223,9483870,838877581_90719960783_635182,Test
31224,9484282,352211613_55803765755_757897,Control
31225,9484395,196041335_42684723473_847614,Test
31226,9484395,230056805_68309412955_234685,Test
31227,9484494,787174277_88507597411_986282,Test
31228,9484622,949773898_76028650532_247007,Test
31229,9484710,670682227_41221807175_913793,Test
31230,9484805,298196108_96654038087_880610,Test
31231,9484909,206429824_79394168206_108828,Control
31232,9485108,318172798_13131462074_1379,Control
31233,9485220,24460687_67657170879_503837,Test
31234,9485998,62248169_87814313857_910030,Test
31235,9486932,56955300_74011792373_515372,Test
31236,9486932,776413041_51757436952_608364,Test
31237,9487079,314319552_66666664718_172529,Test
31238,9487202,759181891_82236294997_424261,Test
31239,9487294,604510028_18032083953_735342,Control
31240,9487623,78896438_19249127630_372913,Test
31241,9488227,763093620_32082727251_105711,Test
31242,9488533,57036746_88335419553_566626,Test
31243,9488613,194839402_41643710742_725950,Control
31244,9489360,846751377_36172855279_334510,Control
31245,9489392,938060708_67572670525_171257,Test
31246,9489462,294022357_76521005499_170433,Test
31247,9489462,348783893_51973922821_340544,Test
31248,9490175,314470008_21520538818_954281,Control
31249,9490175,373024338_14286682503_340555,Control
31250,9490262,901393650_3194502806_397082,Control
31251,9490302,637503355_79430498891_454851,Test
31252,9490554,53772212_84473110851_132656,Test
31253,9490819,660925892_13055786916_571321,Test
31254,9490819,806035844_9805810605_272275,Test
31255,9491462,613107481_92964485310_439880,Test
31256,9492299,426382878_69055271279_410115,Test
31257,9493249,277024729_73306834582_469444,Test
31258,9493338,71321440_34634733593_255519,Control
31259,9493365,670163900_69998452411_764632,Test
31260,9493430,811309893_97057417826_380121,Control
31261,9494132,195651142_73741080432_486091,Control
31262,9494167,943845821_50992990655_841907,Test
31263,9494361,334401421_39016843430_80868,Test
31264,9495046,37854476_33720251363_116379,Test
31265,9495136,410744676_87215685234_916363,Test
31266,9495674,206506077_14191274324_553465,Test
31267,9495674,805296951_76558529513_881915,Test
31268,9496081,806398903_5271142419_368290,Test
31269,9496184,118045297_88834399773_321506,Test
31270,9496781,383979761_64860010186_829521,Test
31271,9497217,697466809_42139288912_575462,Control
31272,9497226,270682805_20609367196_953145,Test
31273,9497933,635770812_63056931951_325302,Test
31274,9497933,883316789_41149393249_545258,Test
31275,9497997,421145242_56957783620_401992,Test
31276,9497997,982967909_32556404623_50649,Test
31277,9498187,999954858_74676709104_879685,Test
31278,9499078,900590984_16107500505_698942,Test
31279,9499259,106162458_13073625157_259055,Control
31280,9500168,872509925_1774418312_305297,Test
31281,9500168,96077208_83900022781_916485,Test
31282,9500491,551987790_42658334035_361587,Test
31283,9500491,857817578_38914841882_401534,Test
31284,9500922,552175708_12033828242_402609,Control
31285,9501776,722606879_34662706784_731217,Test
31286,9501838,529752029_36889679952_99185,Test
31287,9502210,263472649_53385795031_340432,Control
31288,9502520,809915449_21144077634_577100,Control
31289,9504171,306517403_74407818752_947480,Test
31290,9504248,725097605_47731352072_764995,Control
31291,9504248,892470807_29877411855_933038,Control
31292,9505393,591249837_9620350758_913745,Test
31293,9505609,580175335_61575825043_956205,Control
31294,9506138,923450817_46972041655_323565,Test
31295,9506767,614638413_81368887087_114424,Test
31296,9506863,101339145_59030942252_195139,Test
31297,9506863,110792069_77781403064_195117,Test
31298,9506863,251026347_41890036263_84552,Test
31299,9506863,944680181_36549493098_589113,Test
31300,9507038,512719237_98572230059_637233,Control
31301,9508791,460226757_16393919092_112155,Test
31302,9508791,732515963_91084647524_84134,Test
31303,9509464,876917226_96404362031_69205,Test
31304,9509555,696909681_44159634315_18597,Test
31305,9509869,154807625_64755288273_613748,Control
31306,9510039,263227747_88492952836_285287,Test
31307,9510233,891834893_98053585354_851036,Test
31308,9510802,495171141_61078719408_893861,Test
31309,9511384,191662088_88189740393_293888,Control
31310,9511822,827163898_6271895405_252739,Test
31311,9511828,344315826_49175234075_294046,Test
31312,9511828,697506650_42575967130_608362,Test
31313,9512448,485833175_69263263913_345637,Control
31314,9512577,333136111_34345906415_832341,Control
31315,9512577,446745457_56742745692_972983,Control
31316,9512785,114249480_2694912293_201986,Control
31317,9512824,186261328_17674516996_996838,Test
31318,9512824,578565001_14973247299_431924,Test
31319,9512824,98225168_59624005396_471552,Test
31320,9513575,878435836_25642331465_410513,Test
31321,9513959,35775061_82914130323_834057,Test
31322,9514335,238929278_27817109128_767225,Test
31323,9514335,636456946_61824395276_199153,Test
31324,9515063,974517924_85244108008_531513,Test
31325,9515388,152669876_27362042534_854117,Control
31326,9516012,177998528_6317366649_572231,Control
31327,9516012,513376251_38203332563_373603,Control
31328,9516496,406885490_57723967539_25719,Test
31329,9516498,163221482_37942925728_100806,Control
31330,9516498,534376505_92150737300_909405,Control
31331,9516710,126991315_10671540320_502550,Test
31332,9516763,455506414_66734520215_851781,Test
31333,9516885,482876522_63882518474_216344,Test
31334,9516885,621797133_49272768882_171732,Test
31335,9517536,229517376_51402204830_908578,Control
31336,9517536,647991929_78660051831_153315,Control
31337,9517918,110587451_22786493399_116490,Test
31338,9517918,70167280_43063745269_77419,Test
31339,9518543,772137030_48270859936_597234,Control
31340,9518545,178207215_40518312529_593389,Test
31341,9518545,187083379_90922232896_473274,Test
31342,9518545,588959414_44469326975_232617,Test
31343,9518630,10405216_27295232690_129849,Test
31344,9518848,696433419_67976669661_610560,Control
31345,9519007,203607187_72610567875_999321,Test
31346,9519007,614959577_17422544417_152854,Test
31347,9519014,529455083_27449102814_234087,Test
31348,9519150,102335079_31127942488_988541,Test
31349,9519150,331008883_84771322441_748574,Test
31350,9519918,481648414_53171013129_612962,Control
31351,9519936,560427904_33844312437_954843,Control
31352,9520667,143036695_15360586230_787102,Test
31353,9521078,18576240_29179773489_327089,Control
31354,9521500,976527749_34490494771_46261,Test
31355,9521738,636387923_69608993363_826846,Control
31356,9522435,206828863_4089777455_350848,Test
31357,9522933,399390886_96155628922_902331,Control
31358,9523156,531310265_7872880356_234486,Control
31359,9523552,50825734_29120246845_531301,Control
31360,9524455,340647040_55313662776_475963,Test
31361,9525187,370747811_87600062344_778439,Test
31362,9525559,89267227_57735731321_153316,Control
31363,9525724,299813749_91447719143_448175,Control
31364,9526170,434652801_56021343162_97865,Control
31365,9526976,608062076_75242141751_301175,Control
31366,9527640,543923555_66960790613_354001,Test
31367,9527640,621162524_4314993788_585811,Test
31368,9527937,475208173_93280293628_329288,Control
31369,9528150,324631055_55406530556_930441,Test
31370,9528795,174258933_18140696201_949858,Control
31371,9529806,163621734_919302887_48405,Control
31372,9530040,333751972_36165149167_360511,Test
31373,9530040,734862210_8626759421_911600,Test
31374,9530147,217974699_14902155489_369174,Test
31375,9530567,723219343_94573161361_784368,Test
31376,9531073,937445017_99209030131_219886,Control
31377,9531590,171130968_13188804325_49985,Control
31378,9531590,477514811_99364188367_281187,Control
31379,9532309,88985888_46633860434_941857,Test
31380,9532403,610214999_78422054825_896107,Test
31381,9534102,496820118_91153189752_204746,Test
31382,9534176,348571577_83411733357_929130,Control
31383,9534189,29447113_99933774350_240719,Test
31384,9534189,597061293_75372688129_545353,Test
31385,9534819,741192135_49119222893_31867,Control
31386,9535483,815981589_93251698798_730523,Control
31387,9537641,622466954_80586928306_442617,Test
31388,9537641,731580721_90116046297_20929,Test
31389,9537724,272360001_8809722181_603343,Control
31390,9537818,97076366_86949563978_49080,Test
31391,9538359,255559305_52389753774_16224,Test
31392,9538841,859690760_8368298440_483559,Test
31393,9538905,277929441_73165407738_657638,Test
31394,9539885,91701255_30169332702_816461,Test
31395,9540820,397382945_1613321706_665521,Test
31396,9541086,54641460_10874252204_980378,Control
31397,9541159,741208741_59870347564_86418,Test
31398,9541236,529208576_24929033509_868794,Test
31399,9541236,714800033_37644330995_672528,Test
31400,9541677,180462043_46247256702_795597,Test
31401,9542338,53037430_46354336803_187717,Test
31402,9542338,82326133_36985772020_132308,Test
31403,9542338,949781725_91991227057_633933,Test
31404,9542436,200337785_32194266620_99796,Test
31405,9542549,921370839_11408644192_2552,Control
31406,9542949,377586542_81814625549_261520,Control
31407,9543920,840881813_56590765128_160188,Test
31408,9544479,613570742_25719964032_528139,Control
31409,9544519,911329893_98837799085_191223,Control
31410,9544592,533160617_84789704769_526905,Control
31411,9545139,381548815_13488666303_26574,Test
31412,9545139,852029063_70989299107_227558,Test
31413,9545231,747779878_70798771870_690052,Control
31414,9545378,677012224_24085844222_838307,Test
31415,9545426,961564206_34112164191_919406,Control
31416,9545569,422495564_32252624055_28735,Test
31417,9545728,924640003_73872789440_61493,Test
31418,9546409,265760077_50816100524_295191,Control
31419,9546719,340400435_15258541155_631344,Test
31420,9546928,213342486_61664629726_462230,Control
31421,9547432,401643762_7232946363_740360,Test
31422,9547977,235640138_88465981949_251477,Test
31423,9548144,545097331_24398018950_243077,Test
31424,9548360,514508266_93763999672_107559,Test
31425,9551767,296924789_30995404680_928534,Test
31426,9552062,945680026_66063977017_744719,Control
31427,9552647,749194172_69545598926_93413,Control
31428,9552724,56112390_22883426359_876574,Control
31429,9552912,557934734_74831276745_909687,Test
31430,9553121,483738263_4057680487_61869,Control
31431,9553206,723206400_57035797678_566562,Control
31432,9553777,759147611_45834593883_538840,Test
31433,9553954,583924904_65208689883_649186,Control
31434,9553954,669089727_34499680886_652006,Control
31435,9554031,973576746_22512681965_774683,Control
31436,9554608,658928567_99075428286_62090,Control
31437,9555295,473218658_84164437597_58449,Control
31438,9556672,124225781_63529404609_4075,Test
31439,9557333,338925575_52571314926_779571,Control
31440,9557849,924993426_63353229778_925112,Test
31441,9558971,878284417_51420609886_786368,Control
31442,9559293,753419620_65900376865_539198,Test
31443,9559482,540837187_26891531286_322336,Test
31444,9559591,461782021_90904430713_907351,Test
31445,9560202,781298818_50831733818_973223,Test
31446,9560411,491617149_48536132122_820592,Control
31447,9560604,229648957_82068595804_142917,Test
31448,9560799,791048538_70878358058_338723,Test
31449,9561726,739654118_31496778866_819868,Control
31450,9563050,548303845_45957705245_348107,Control
31451,9563050,795062319_93178792732_899561,Control
31452,9563624,491677469_21150034574_452666,Test
31453,9564062,406495150_28785767455_801768,Test
31454,9564559,126898411_38401900353_415706,Test
31455,9565168,918299271_28162592824_67293,Test
31456,9565543,800409635_82218353110_927,Control
31457,9565614,743135547_3773910228_19654,Control
31458,9566117,768692631_32107745224_485417,Test
31459,9566165,913925210_288261612_910223,Control
31460,9566239,451424228_93664753687_286083,Test
31461,9566295,824252458_15767233398_93228,Test
31462,9566621,825079615_33762935162_428483,Control
31463,9567943,564343687_24650607588_910699,Control
31464,9568097,228451342_87152210371_66003,Test
31465,9568221,175659644_51067252208_936328,Control
31466,9568650,918318198_84291808625_81916,Control
31467,9570741,806872118_26986355613_730095,Test
31468,9570744,935399089_6896943326_760662,Test
31469,9571177,456385682_81410228545_321785,Control
31470,9575051,676935_90880284873_878103,Control
31471,9575127,597028219_3013260511_669295,Test
31472,9575313,278458321_72665999953_107827,Test
31473,9575330,634597949_99425381745_209862,Test
31474,9575481,398548988_67470724351_712200,Control
31475,9575548,841002504_25137386290_402838,Control
31476,9575576,448862462_59031851820_903973,Test
31477,9576687,63872216_18530294320_25917,Test
31478,9577112,716703524_61337075269_313499,Test
31479,9577112,987085118_41686474114_428557,Test
31480,9578977,166317660_63398929815_513912,Control
31481,9579231,528586784_55855880142_568958,Test
31482,9580856,567785910_13883201486_211642,Control
31483,9580921,281744528_63222497140_307011,Test
31484,9581744,217795180_28882695681_401583,Test
31485,9581854,698176999_90328323655_161308,Control
31486,9582266,269761629_42917234655_6375,Test
31487,9582266,915011558_19465397636_47662,Test
31488,9582963,775982981_3289227976_589087,Test
31489,9583148,568367865_50348938993_825463,Test
31490,9583228,81412999_23259208198_9021,Control
31491,9583508,342133455_10064696352_199412,Test
31492,9583832,221616899_63317435728_653936,Test
31493,9584266,560378616_29091067286_905393,Control
31494,9584408,484298588_81471639218_981974,Control
31495,9584436,151134388_63000133914_630114,Test
31496,9584518,729569643_5023147904_493917,Test
31497,9584971,267625648_45565209436_771537,Test
31498,9584971,874607753_52595123070_587925,Test
31499,9585363,201424597_74839236763_133701,Test
31500,9585598,790527003_79860037308_399580,Test
31501,9585887,468771260_22528269727_793337,Test
31502,9585944,54268501_50831308938_889451,Test
31503,9586139,603005390_37145811220_250632,Test
31504,9586701,52039033_34711287185_945675,Test
31505,9586826,157470316_67249919554_9103,Control
31506,9587681,447520707_39573499922_547127,Test
31507,9587814,420645005_83208562765_478558,Control
31508,9587816,246091141_74974145826_311315,Test
31509,9587960,68984257_72073536848_962870,Control
31510,9588333,664572031_99411619793_155732,Control
31511,9588606,237876259_77770908553_751375,Test
31512,9589889,195662066_25228518586_100761,Test
31513,9590196,774603841_43413357019_339342,Control
31514,9590497,310261626_53994969851_226180,Test
31515,9590839,249783585_2410851216_518152,Control
31516,9590892,341841325_98604248812_833553,Control
31517,9592900,89003916_4141532904_681784,Test
31518,9592984,141869715_52894055182_480118,Test
31519,9593338,610809710_55302457034_848345,Test
31520,9593338,724220297_2733590819_341780,Test
31521,9593457,752218392_29196615840_510121,Control
31522,9594093,523452661_53598687200_137719,Control
31523,9594218,125101728_53580119347_72380,Control
31524,9594636,413045916_68914218639_66882,Test
31525,9595191,745019210_81722458089_866727,Control
31526,9595233,213699353_23141554021_513576,Control
31527,9595520,330667411_60056639489_846044,Control
31528,9596318,173006428_62381400222_208994,Test
31529,9596318,31398699_54275221378_203420,Test
31530,9596904,376714275_22841882071_789044,Test
31531,9597398,14008576_74605802227_357427,Control
31532,9597731,97006655_33357693663_815533,Test
31533,9597884,952123343_794946765_273430,Test
31534,9597985,816004567_99326498991_876073,Test
31535,9598074,99023717_2838842533_671258,Test
31536,9599611,155946201_2772990121_21138,Control
31537,9599611,672701400_5901140529_581253,Control
31538,9599611,810757283_45127943420_995249,Control
31539,9599747,161079133_14411021406_705335,Test
31540,9599779,141957979_67008684969_438690,Control
31541,9599818,171637187_29746517377_226419,Test
31542,9599875,17890003_33441426180_476173,Test
31543,9599895,634166856_67975426234_773695,Test
31544,9600060,711442033_54155312405_727917,Test
31545,9600075,546077257_59213365514_199337,Test
31546,9600289,293449575_64214210373_686377,Test
31547,9600654,472602134_62922437879_165147,Test
31548,9600763,73484913_25534001099_542717,Test
31549,9601679,905380966_74515307174_229108,Test
31550,9602051,899264377_75896874034_123946,Control
31551,9602251,433046644_72305789812_377025,Control
31552,9602769,203186129_86429266248_352112,Test
31553,9603341,244513501_508521115_673062,Control
31554,9603506,998860058_75809608470_95326,Control
31555,9604349,818948647_57851449661_474265,Control
31556,9604653,896693012_58179153031_583320,Control
31557,9605067,352261293_4289181117_914077,Test
31558,9605388,916079251_84920185927_738127,Control
31559,9605578,884423357_11573783681_264598,Control
31560,9605920,145028577_46297660257_556465,Test
31561,9606146,960229636_65721708044_716885,Control
31562,9606483,812038914_87230500992_72689,Control
31563,9606541,103116910_64895230489_690799,Test
31564,9607208,562356164_50571410605_726931,Test
31565,9607461,118509546_69849813633_676169,Control
31566,9608253,46595929_87087834163_846825,Test
31567,9608642,11330450_28294485189_223,Test
31568,9608642,540047122_51156543216_695688,Test
31569,9608642,702973802_44033665427_740092,Test
31570,9608642,762978661_8637773854_312642,Test
31571,9608642,765338521_61568706783_804091,Test
31572,9610283,787138447_29502542319_335327,Control
31573,9610699,639757081_94763013788_122597,Test
31574,9610725,324909299_27736239140_804843,Test
31575,9610725,81577621_34923871184_512546,Test
31576,9610827,964319330_28048330606_524615,Test
31577,9610926,299910668_551980692_733652,Test
31578,9610974,593616017_3167415968_805294,Control
31579,9610974,739493477_20546137972_751224,Control
31580,9611279,908040738_21328294458_779801,Control
31581,9611285,450306240_83259208823_439855,Test
31582,9611285,737204644_82142125213_671388,Test
31583,9611285,767944594_4126737008_464031,Test
31584,9611285,780955101_94818409090_408093,Test
31585,9611289,3400168_61361012329_537512,Test
31586,9611540,322013903_11409266444_630183,Test
31587,9613235,868933045_86223224535_933045,Test
31588,9614324,999433914_18701060972_619485,Control
31589,9614486,883998000_84551464769_361599,Test
31590,9615064,502192194_37415447796_925748,Test
31591,9615182,144498797_68235503804_252970,Control
31592,9615182,653290840_77702400979_189070,Control
31593,9615383,758630848_78541692209_183116,Control
31594,9615396,703618524_66835027860_616170,Control
31595,9615900,168916660_5573222465_363574,Test
31596,9616106,588197798_33467742935_673249,Test
31597,9616240,491617791_71959955392_591243,Test
31598,9616541,388582711_99098185704_136993,Test
31599,9616541,757312551_62249526349_738712,Test
31600,9616732,616738614_67997667286_424072,Control
31601,9616872,834676451_27820128205_551455,Control
31602,9617756,860308399_55700987293_923955,Control
31603,9618239,379609349_29112301383_622060,Test
31604,9618881,973063485_2108337090_516656,Control
31605,9619098,260567132_22637578050_44256,Control
31606,9620080,274770128_8505552765_909558,Test
31607,9620458,829579475_5223621818_161549,Test
31608,9621690,237779173_61065590890_884164,Test
31609,9621695,268503522_58761891118_921266,Test
31610,9621768,126132732_36021834988_875628,Test
31611,9622353,411767518_34707507404_397570,Test
31612,9622642,205902331_99906901512_560443,Test
31613,9622642,490848592_24331436830_240991,Test
31614,9623027,492837288_85726907564_899783,Test
31615,9623027,970350055_34674588672_869058,Test
31616,9623278,811406428_65814531631_329595,Control
31617,9623489,842561271_90026535171_733376,Test
31618,9624164,607626021_18054468926_753558,Control
31619,9624543,269027924_78905721509_717418,Test
31620,9624543,438450895_79510106075_445533,Test
31621,9624739,681687021_40942282370_834091,Control
31622,9625688,555854854_79930377702_629003,Control
31623,9625960,562729927_13337788388_982446,Test
31624,9626182,340677925_59675563769_703675,Test
31625,9626320,37149697_50505797414_823120,Control
31626,9627002,579183634_30304618064_507341,Control
31627,9627494,440910357_97915688655_577949,Test
31628,9627836,343276769_70656499130_567618,Test
31629,9628154,586685974_94355872098_611933,Control
31630,9628216,369542938_44999775468_285149,Test
31631,9628216,860218805_42859854219_559150,Test
31632,9628857,849276666_22111973898_942742,Control
31633,9629572,236460850_66129791737_906001,Control
31634,9629829,117584795_60495945767_198199,Control
31635,9631253,888694449_18441476332_922522,Test
31636,9631463,609813645_30564809504_963980,Control
31637,9631858,932910550_92639486021_7792,Test
31638,9632177,311581019_14308512634_320767,Control
31639,9632177,526977288_20522303614_559948,Control
31640,9632177,706866078_74184030008_922390,Control
31641,9632289,778267803_12124540850_125231,Test
31642,9632289,965683141_36058838469_515199,Test
31643,9632911,726304915_26731216348_301256,Test
31644,9633168,851597593_68931433081_905027,Test
31645,9633573,180090739_52309082279_205839,Test
31646,9633573,464088188_1934093772_477824,Test
31647,9633586,25289465_25728286831_441774,Test
31648,9633586,860951522_62878377978_921540,Test
31649,9634085,422456017_36090546139_32431,Control
31650,9634385,648290409_67309755272_498810,Control
31651,9634441,561621215_55368874634_347471,Control
31652,9634527,390754799_50031719421_391593,Test
31653,9635595,332608612_33872237376_346537,Control
31654,9635650,935777705_54493897909_410326,Test
31655,9636753,571334969_99942243777_663557,Test
31656,9636768,478997409_60466202817_910284,Control
31657,9636891,7075818_10872623383_892937,Test
31658,9636891,870939705_87375450307_902008,Test
31659,9637176,816273651_22815457116_268383,Test
31660,9638063,292237625_98820858050_45940,Test
31661,9638063,484308214_72095208776_309576,Test
31662,9638063,51651916_85362885533_745365,Test
31663,9638063,522185253_32524830336_436847,Test
31664,9638063,619401421_28921918960_762305,Test
31665,9638063,788471691_68378416963_824006,Test
31666,9638063,921479948_30142779785_523757,Test
31667,9638530,797575080_53461422527_485040,Test
31668,9639038,887538274_34200265033_15118,Test
31669,9639218,431990788_70102207898_539215,Test
31670,9639218,467241479_57123474869_259567,Test
31671,9639688,208237446_15979588663_321079,Control
31672,9639688,213287120_59204679057_567823,Control
31673,9639923,307073002_14794449698_89832,Control
31674,9640024,793910820_59612839980_623907,Control
31675,9640084,526253017_4556447351_887092,Control
31676,9640116,190941504_69232672515_713961,Test
31677,9640116,275593027_62007191465_832585,Test
31678,9640116,503790008_94946075134_8890,Test
31679,9640116,527550166_43424657866_204364,Test
31680,9640116,775610368_83841330315_653708,Test
31681,9640116,776274829_45010220510_528920,Test
31682,9640116,793342968_50972108955_291671,Test
31683,9640127,881261633_80253489563_652214,Control
31684,9640237,522045397_45958622034_887677,Test
31685,9640237,531792787_28808320731_944581,Test
31686,9640247,21612464_19624908071_17562,Test
31687,9640735,648587614_97155514152_385015,Test
31688,9640735,975683784_96051793867_243938,Test
31689,9640815,995834605_50307133234_346917,Test
31690,9640857,685471590_98369855524_688948,Control
31691,9641323,197069281_76463010947_337022,Test
31692,9641810,111428143_11425186552_799716,Control
31693,9642505,554668827_41122968399_192291,Test
31694,9642590,594647178_34731930674_420591,Test
31695,9642796,301751532_62707299362_895030,Test
31696,9643040,477386321_88525729028_228289,Test
31697,9643040,631761993_91469659760_466001,Test
31698,9643231,288899300_98415417494_492442,Control
31699,9643435,97197537_69678626385_172143,Test
31700,9643848,930754587_98815296386_925936,Control
31701,9644231,520810394_45999058817_818336,Test
31702,9644794,297142831_73904383173_840421,Test
31703,9645151,314971283_99791925489_320904,Test
31704,9645775,627202735_81534080693_412850,Control
31705,9646006,245269474_39575695928_343740,Test
31706,9646052,215650801_72842423172_549289,Test
31707,9646248,161730376_52165437931_639965,Test
31708,9646284,334587634_97055912146_541652,Test
31709,9646410,570499227_17466045274_358242,Test
31710,9646757,603544616_73433055634_320429,Test
31711,9646764,51878833_33559667652_41865,Control
31712,9646764,732301873_98862070288_186408,Control
31713,9646764,890094158_54023613697_672231,Control
31714,9646764,903963971_83610550838_166249,Control
31715,9646949,168000759_82887683040_121472,Control
31716,9647114,163854296_87663822773_611097,Test
31717,9647114,187253285_1245948567_505653,Test
31718,9647114,408028935_94543205306_646042,Test
31719,9647384,634474190_92435341076_804774,Control
31720,9647951,329719691_38733205825_131619,Test
31721,9648788,393500162_51374092378_536405,Test
31722,9648788,616722781_88160565838_913096,Test
31723,9649700,515949976_57560851903_897412,Control
31724,9650199,65839372_26077499889_436103,Control
31725,9650790,56810863_28045292379_448410,Test
31726,9651131,9777229_51699014711_828199,Test
31727,9651254,352755426_66578079181_601283,Control
31728,9651358,280164162_86323713228_572961,Test
31729,9651697,264544392_22060883887_431573,Test
31730,9651697,72400235_69158063932_541161,Test
31731,9651697,815988576_80834514916_253547,Test
31732,9651860,205188934_4174146391_700019,Test
31733,9651925,114108029_90884488662_445410,Test
31734,9652308,894784264_68613034138_720840,Test
31735,9652446,995553659_63430410396_29183,Test
31736,9653478,122891171_24510264263_47126,Test
31737,9653804,294721442_8796068598_640585,Control
31738,9653889,967186707_88668964330_962167,Test
31739,9653920,836209479_52375796643_557203,Test
31740,9654101,522462349_77520682455_794399,Control
31741,9654165,994034801_78794298345_35576,Test
31742,9654477,768932760_28415854529_199324,Control
31743,9655295,160597263_86605992486_937201,Test
31744,9655611,483569570_21191206163_939401,Control
31745,9655711,697404775_18747836295_484718,Control
31746,9656018,563827498_42778783490_643845,Control
31747,9656513,120203754_47789754505_447801,Test
31748,9656513,434388523_25864949898_943880,Test
31749,9657291,608246052_11440265244_807931,Test
31750,9658190,198752226_54188718679_572973,Test
31751,9658207,682208940_14264149328_369025,Test
31752,9659419,643534912_3383920487_895434,Control
31753,9659496,914657438_48973811066_126149,Test
31754,9659535,324769400_65384204974_713451,Control
31755,9659656,361738961_46054047372_450894,Test
31756,9659818,431050865_44305777691_731138,Test
31757,9659987,361899673_8021143601_357985,Test
31758,9660142,256206407_88704918091_250722,Control
