,0,1,2
1424,428064,313685750_32841260683_199588,Control
1425,428109,65693598_8318571356_506349,Test
1426,428135,200516424_54836997763_949512,Test
1427,428188,105021761_97762713751_883613,Control
1428,428485,374634994_76189337633_257210,Control
1429,428698,165707716_71621099069_818793,Control
1430,429351,286411845_10325116865_341737,Control
1431,429598,328717999_79746290457_845778,Test
1432,429778,320527630_63766836366_742692,Test
1433,429805,501529740_93020830889_570492,Test
1434,430070,733476748_44390531388_554756,Test
1435,430070,854064112_7492937274_308214,Test
1436,430868,354573621_66561025237_42984,Control
1437,431651,719713782_23939649404_352760,Control
1438,431793,311308465_73600218687_620021,Test
1439,432265,425222914_84582626005_668115,Control
1440,432606,932038746_33297522006_257837,Control
1441,432607,182886070_15163174241_44935,Test
1442,432789,243416848_88200918924_676220,Test
1443,432803,129369360_26151717802_201123,Control
1444,433417,125307255_70408885108_445142,Test
1445,433814,276681281_23027529358_81791,Control
1446,434673,207020288_58627304556_301618,Test
1447,434673,797010514_91760233988_371508,Test
1448,434746,539852843_77180758990_317311,Test
1449,435340,397657881_38785087485_798437,Test
1450,435580,392725846_54183010053_282235,Control
1451,435757,263885460_3870813267_118370,Control
1452,435886,802704772_71232791975_109253,Test
1453,436146,447101141_68020291537_701708,Test
1454,436352,545947010_54490896292_835348,Test
1455,437817,191495389_88743051474_606850,Control
1456,437914,565789779_32502315685_32573,Test
1457,438560,786577086_3578652722_745227,Test
1458,438567,330543236_29863358529_771432,Test
1459,438567,37555540_16278200283_590263,Test
1460,438567,711884648_43943594307_585328,Test
1461,438567,818829841_87458477328_199580,Test
1462,438935,158352264_50992882794_799077,Test
1463,438935,595398346_17695544611_987499,Test
1464,438935,678641473_99840809747_917273,Test
1465,438935,772257359_91895357346_686515,Test
1466,438935,785180421_51713982815_891356,Test
1467,438935,79275173_29718532819_131841,Test
1468,438935,85883093_7342438632_997226,Test
1469,439077,97723016_65890911037_812102,Test
1470,439963,243499851_72527701876_92538,Test
1471,439963,945695558_84135767281_952407,Test
1472,440275,452487715_97156500244_216777,Test
1473,440279,467006792_27285988674_496959,Control
1474,440328,929916814_76887438181_254188,Test
1475,440704,221505888_41970957990_473416,Test
1476,440861,140898561_88556222903_323777,Test
1477,440861,389722431_99058676_138873,Test
1478,440861,521164099_42785907656_97788,Test
1479,440861,712767040_21004831557_38541,Test
1480,440861,818497686_53369049332_93177,Test
1481,440861,934820983_33676599985_730403,Test
1482,440861,968103136_18477220053_677902,Test
1483,442137,366705232_35837942510_939779,Test
1484,442772,48649676_89060397938_801434,Test
1485,442772,907518644_48171211868_850036,Test
1486,443262,110697580_90775348822_953381,Test
1487,444644,552311743_54925090450_522006,Test
1488,445481,14357356_65823937953_520453,Test
1489,445794,228964015_59540418610_886997,Test
1490,446185,152626865_87596442761_684882,Control
1491,446185,585594520_98256390178_871349,Control
1492,446390,721691176_2109814394_218952,Test
1493,446390,763391812_36050776784_477318,Test
1494,446547,660602508_28005713405_576483,Control
1495,446577,28954022_43371484912_101928,Test
1496,447087,68770357_19002787854_647758,Test
1497,447488,486195276_60159311336_60164,Control
1498,447494,292134182_13870199250_759628,Control
1499,447683,977176249_13152349473_940328,Control
1500,447850,600878237_77529269593_439557,Test
1501,447850,759653827_68580029021_377595,Test
1502,447850,919800960_5082580931_216529,Test
1503,448522,222353299_61648140372_131344,Test
1504,448714,64934555_9668798559_481558,Control
1505,449709,216379335_32927729948_23604,Test
1506,449709,296688084_26935948962_184087,Test
1507,449709,483433601_73046464613_371568,Test
1508,450002,741106968_48298256305_585579,Test
1509,450232,792608701_21036150204_617077,Control
1510,450423,74345324_53143449313_411379,Test
1511,450614,918630297_30379097263_705657,Control
1512,450752,315192046_80951397446_7143,Control
1513,451443,460653205_66326578873_486846,Control
1514,452359,896687935_68638801902_179436,Test
1515,452359,978471595_12749806600_950406,Test
1516,452582,647316793_52597637707_718318,Test
1517,452875,148010642_52791890608_720816,Control
1518,452875,1635936_91509684309_169522,Control
1519,452875,434325611_78127624887_210182,Control
1520,452875,733999873_51602403090_491699,Control
1521,453167,668685249_94148574404_322047,Control
1522,453226,667553710_66870250277_455464,Test
1523,453288,368957409_39862016712_429958,Test
1524,453657,552457009_3851426138_945260,Control
1525,453802,891097590_13545414026_707113,Test
1526,454148,666983000_39259636618_144764,Control
1527,454749,673760192_36691118895_841355,Test
1528,455078,316970964_4136310417_100000,Test
1529,455226,277685288_27373295864_321109,Test
1530,455226,883293021_72241450198_913608,Test
1531,455557,673507330_85110369098_973595,Test
1532,455589,257339453_57633669083_947156,Test
1533,455589,420931954_25747817126_656028,Test
1534,455589,637174462_68525609558_752508,Test
1535,455693,243958279_6404959120_474634,Control
1536,456150,432427148_5823439610_627678,Test
1537,456416,826866413_84693578294_951239,Test
1538,456925,503386862_33740811722_138548,Test
1539,457600,953896182_55090445324_403355,Test
1540,457784,942690561_14434335191_532557,Test
1541,458225,35008741_62533061525_261132,Test
1542,458670,938978918_92921519034_539342,Test
1543,459221,913310880_23972517382_374860,Test
1544,459234,394239856_85211737742_882876,Test
1545,460505,80668389_88894048432_523080,Control
1546,460755,301723413_83061586749_434093,Control
1547,460755,412673325_30791663911_801484,Control
1548,461547,418629280_62415626117_229487,Test
1549,461591,97587086_50527183016_100804,Control
1550,461632,597635415_17184487205_656969,Test
1551,461846,800758398_71528448477_922708,Control
1552,463023,363308671_27171141811_508397,Test
1553,463396,583366168_34603858243_561109,Test
1554,463582,209380762_67086650107_51328,Control
1555,463582,445223970_57694664528_914291,Control
1556,464397,102777033_42146116298_112667,Test
1557,464539,917499965_17560531554_747506,Test
1558,464597,684363230_6351837740_597233,Control
1559,464620,194086051_65906262739_576272,Control
1560,464733,71847290_66763846483_865236,Test
1561,465007,165868369_36194391980_670069,Test
1562,465007,255213876_3862696870_594099,Test
1563,465007,285074490_24023187570_626863,Test
1564,465007,366571413_65954021945_51310,Test
1565,465007,41186292_28355769174_139687,Test
1566,465007,432586790_73391505552_403496,Test
1567,465007,584072942_57474420382_920841,Test
1568,465007,820090283_58581376462_851669,Test
1569,465007,886206997_35817845_104505,Test
1570,465007,913176085_70424353624_694505,Test
1571,465007,926655489_88407480954_847844,Test
1572,465007,934939818_29878834192_724029,Test
1573,465007,959232691_47520536555_7696,Test
1574,465982,148123152_37352850312_486974,Test
1575,466526,407645752_21735731881_43029,Control
1576,467103,115657946_78750396201_885141,Test
1577,467103,404597829_97019563316_643281,Test
1578,467229,688599232_15233447304_733052,Test
1579,467367,621841498_83480276869_869712,Control
1580,468090,485699209_98305567625_462720,Test
1581,468355,254906727_48320092352_905577,Test
1582,468355,654547556_99810346231_922439,Test
1583,468552,199307956_1417621463_826500,Control
1584,468570,773481585_4100217021_325822,Test
1585,468570,799263870_72623106649_630124,Test
1586,470187,6197256_24658158892_988604,Test
1587,470239,728042511_91773074502_354314,Control
1588,470365,523676419_14576600701_238995,Test
1589,470897,776547392_37266655636_438696,Test
1590,470897,947304770_35642190981_144815,Test
1591,471388,171174451_92344929743_872191,Control
1592,471462,259976878_97343449582_750167,Control
1593,471506,523461052_68927881733_467974,Control
1594,471506,8133809_32282752014_97628,Control
1595,472078,278398271_85398844826_983110,Control
1596,472078,531525138_65456111448_946790,Control
1597,472078,990711688_46108388461_548989,Control
1598,472102,482141475_17415608306_635966,Control
1599,472271,227854354_99706168917_542431,Control
1600,472382,657852218_27027447592_722976,Test
1601,472614,120124142_31400324987_151847,Control
1602,472754,301894128_6510783455_533441,Test
1603,473555,924593242_28126286117_151927,Test
1604,473638,236394088_10458569372_91926,Test
1605,473638,758970043_99171101752_896580,Test
1606,473638,987894063_50454030530_135711,Test
1607,473920,586503880_91576051451_881460,Test
1608,475350,894235062_60394504920_254454,Control
1609,475352,36958541_44483869529_253866,Control
1610,475362,283296230_16510688373_30118,Control
1611,475362,347515616_69207048626_363426,Control
1612,475362,414940302_39209534629_612306,Control
1613,475897,127575601_61140812314_392500,Test
1614,475897,36991266_51031991824_518459,Test
1615,477029,566315240_72519045058_816505,Test
1616,477588,413105705_38627401889_247740,Control
1617,478194,750046099_81279188094_474387,Test
1618,478688,340665929_46075122520_907098,Test
1619,478688,37685653_20454386064_452609,Test
1620,478733,470298809_7213859857_907877,Test
1621,478735,222496248_34601969367_618495,Test
1622,478808,778438094_93253982660_130560,Test
1623,480111,92037587_74487282628_144299,Control
1624,480458,482836034_57915338498_439455,Test
1625,480458,961838056_83785428757_365534,Test
1626,480836,355108219_40745613335_8452,Control
1627,481268,869861257_1386136209_754697,Test
1628,481960,627269352_16557498244_423051,Test
1629,483156,57900448_61596800629_229689,Test
1630,483740,53330829_64073500104_981090,Test
1631,484134,666271313_22934783433_321308,Test
1632,484325,483138901_32743564823_274091,Test
1633,484325,644395605_76668748148_221299,Test
1634,484375,709427732_18039010235_422415,Control
1635,484481,901369538_67813748470_793298,Test
1636,484640,514521311_61289431788_157652,Test
1637,485005,748823590_99668496309_270542,Test
1638,485243,36449613_89468063552_979321,Test
1639,485476,310166098_23684905486_712591,Test
1640,485533,266664877_47527919307_224009,Control
1641,486496,132271947_11731722669_605414,Control
1642,486527,267249199_41423321787_67629,Test
1643,486844,298250961_42032772182_189448,Test
1644,486844,557666673_47568310454_268211,Test
1645,487469,293000951_96199170319_988704,Test
1646,487726,17954151_39378117473_391843,Control
1647,488573,987358763_52337283563_119572,Test
1648,488930,921244667_99875439492_822259,Control
1649,489500,417754946_15147806483_997210,Control
1650,490151,352837600_72950658211_124247,Test
1651,490297,72578634_34561730524_345835,Control
1652,491581,223525508_29361023157_885369,Test
1653,491581,866260895_94814352040_432868,Test
1654,491596,613376002_90446027318_3048,Test
1655,491746,400191448_75432034748_443730,Test
1656,491746,762458399_9733290175_700950,Test
1657,491779,429383599_22567890484_278877,Control
1658,491779,499512411_74330806699_262780,Control
1659,492655,442075091_98918385289_484061,Control
1660,492655,998481206_41595890871_317961,Control
1661,492736,207840007_89382968259_221581,Test
1662,492736,632797606_34113166534_709905,Test
1663,492736,782914411_69387246659_963902,Test
1664,492751,24709738_30962025719_17220,Control
1665,493186,52673636_81836671476_117469,Control
1666,493311,997096178_97812354544_866012,Control
1667,493608,122708419_21799297007_972510,Test
1668,493608,303015451_14354245535_373503,Test
1669,494367,854675353_30583795395_604827,Test
1670,494576,107761855_65378484307_236886,Test
1671,495030,638737431_88111533341_505354,Control
1672,495030,668334974_34994547264_922641,Control
1673,495241,266518946_31806017993_660729,Test
1674,495241,631482721_54043474430_643600,Test
1675,495241,822548828_15612963345_197161,Test
1676,495241,843836514_1921481173_974528,Test
1677,496578,660513338_91922146413_651078,Control
1678,497996,543595791_56102798399_567535,Test
1679,498135,861846479_61899238601_422103,Test
1680,499278,102732284_85491431716_901533,Control
1681,499278,279550190_11640555740_336182,Control
1682,499699,448697252_18487856403_508452,Test
1683,499699,498367309_16527371675_500804,Test
1684,499699,920547763_55514092520_692717,Test
1685,499985,638056947_35922515176_118753,Test
1686,500449,161122679_96919131821_67956,Test
1687,500449,178852212_94429241620_480766,Test
1688,500449,183063316_91440728851_945868,Test
1689,500483,265573842_35208226324_311662,Test
1690,500488,734128109_78396851846_38324,Test
1691,501190,567548092_1392939322_850038,Test
1692,501215,596583041_38720590153_493948,Test
1693,501215,688432846_13609202828_106842,Test
1694,501426,750036286_29323274369_114748,Test
1695,501426,951995834_96784638882_592721,Test
1696,501472,59821517_25729310567_462569,Test
1697,501472,761595485_35024154575_625486,Test
1698,503064,212888224_67942886214_589513,Control
1699,504667,661138039_98652891254_82706,Test
1700,505697,59788389_59311738242_482159,Test
1701,505697,610643759_59945832177_540759,Test
1702,505849,602605430_80524044543_757934,Control
1703,505918,565395106_753406891_821633,Test
1704,506107,985310264_12992417574_471037,Control
1705,506479,858417651_18237987785_66753,Test
1706,507290,200827274_88708804706_343871,Test
1707,507390,123945240_15049563182_509668,Control
1708,507610,403208878_50489565753_564685,Control
1709,507610,539740016_976290245_257040,Control
1710,507610,930469260_85346159235_600484,Control
1711,508099,204556827_92340188092_533180,Test
1712,508099,465283622_79452071278_772225,Test
1713,510139,151590104_93646432285_278037,Control
1714,510186,232291661_84055199869_782288,Test
1715,510497,613272656_82686084548_63194,Test
1716,510580,375239509_25330249404_806469,Test
1717,510867,97408305_18714439337_160532,Test
1718,510941,434180584_87489892647_89063,Control
1719,511272,888098822_27946544115_925464,Test
1720,511678,299747504_20418795781_443328,Test
1721,511922,423058804_49129088495_814757,Test
1722,512833,575789646_24339803818_59755,Control
1723,513599,660904859_56535863874_465512,Test
1724,513864,556625360_26913963219_91410,Control
1725,513864,980586985_50174436467_4405,Control
1726,514533,810347414_34191937964_27283,Test
1727,515013,817510607_38152499960_390853,Test
1728,515862,950035338_95573216487_975345,Control
1729,516235,156508228_34875862618_642736,Test
1730,516235,356396026_77889634675_406903,Test
1731,516409,966333848_12141241511_303235,Test
1732,516417,784467063_4305784299_283932,Test
1733,516594,530970411_22235033468_770941,Control
1734,516706,984868747_73083926819_982022,Test
1735,517105,160703708_98899879272_101914,Test
1736,517105,163608319_71984612791_846117,Test
1737,517105,649981765_59744738874_615220,Test
1738,517259,30704322_18832848027_490030,Control
1739,517547,182069199_77715032778_929147,Test
1740,517547,778686612_9288932462_645317,Test
1741,517642,412767704_78268794160_175182,Test
1742,517707,728892135_91936654894_359244,Control
1743,518097,103288968_42584086301_52288,Control
1744,518727,25229787_91602757926_468168,Test
1745,519096,808372511_81761607929_100528,Control
1746,519506,144801018_74136659052_491188,Control
1747,519971,418725242_69371011654_416843,Control
1748,519971,566255624_41568598426_211402,Control
1749,520210,390503977_55726415491_958409,Test
1750,520530,775189245_83883804798_746300,Test
1751,520693,219681902_11709562614_427254,Control
1752,521003,202436566_86947534514_865121,Control
1753,521225,556007417_21847170813_326832,Test
1754,521446,787391788_51746934100_150485,Test
1755,522064,189510672_61558124735_119150,Control
1756,522181,568226189_73040264270_848476,Test
1757,522187,394227191_59547659896_330614,Test
1758,522508,392076106_60479677461_638472,Control
1759,523263,440401357_80456446316_9227,Test
1760,523263,866495313_80149328674_209370,Test
1761,523530,208173681_33426160561_649987,Test
1762,523530,494059764_4009814707_790421,Test
1763,524152,201575693_18749011312_759282,Control
1764,524287,78384699_8023355163_601794,Test
1765,524481,189806921_68327875814_727993,Test
1766,524481,685586988_52626152038_483720,Test
1767,524481,944977138_91559514062_252517,Test
1768,525348,351839573_71131908336_858446,Control
1769,525348,543313435_84580531923_619962,Control
1770,525401,279748372_84575786778_791751,Control
1771,525448,107245514_55200399787_241606,Test
1772,525775,151474694_40559930585_359549,Control
1773,525775,439012330_13577591256_14950,Control
1774,526415,129417718_65068419803_280408,Test
1775,526419,881848918_24033717235_90954,Test
1776,526852,756670232_7386295767_229279,Control
1777,526939,470164518_49090012781_152063,Test
1778,526939,671164431_48714716750_977883,Test
1779,526939,740668993_61816117631_158804,Test
1780,526939,763854818_18294109345_651683,Test
1781,526971,152848211_61394086957_965281,Control
1782,526971,381261838_62200318091_137596,Control
1783,526971,449452625_9646500023_219831,Control
1784,527026,409290150_21870693715_671377,Test
1785,527207,866623355_17952988059_478147,Test
1786,528367,957379918_12950468854_669646,Test
1787,528496,455633869_890498249_223936,Control
1788,528504,345826399_14500687356_558049,Control
1789,528600,194555239_1990930390_88028,Test
1790,528600,310575717_18048328801_382247,Test
1791,529113,793355200_12303977062_415879,Control
1792,529380,261623312_90082770597_415199,Test
1793,529380,388744406_23145531135_675335,Test
1794,529710,667579820_40848035036_574361,Test
1795,530396,77400671_33051901397_119720,Control
1796,530699,649676230_11652171743_224965,Test
1797,530883,9205816_3427990175_836547,Test
1798,530914,248071533_17583306704_262792,Test
1799,531099,170578042_9290790363_290044,Control
1800,531705,30228629_97239833229_418365,Control
1801,531896,766670194_93987842567_531708,Control
1802,532913,428398821_78505998363_369663,Test
1803,532913,694707157_28201626729_612837,Test
1804,533091,484571149_19089084587_599456,Control
1805,533147,667719475_11917294379_473469,Test
1806,533320,209915191_15769726698_549967,Control
1807,533553,134973406_37163106352_718011,Test
1808,533553,690944150_38256577142_645630,Test
1809,533703,985548421_68078745504_849378,Test
1810,534100,980879717_71424507114_928856,Test
1811,534481,658540573_72524696675_179886,Control
1812,534729,490870539_30539494447_691810,Control
1813,535436,988786944_78308690148_482044,Test
1814,535673,117352486_41378755781_231965,Control
1815,536450,446237932_28521049684_185940,Control
1816,536510,856497350_48415777304_156489,Test
1817,537598,608335735_84288396264_665009,Test
1818,537901,651786276_70230922707_608933,Control
1819,538291,677512117_31132407760_957386,Test
1820,538801,20317533_60686541330_976767,Test
1821,538801,287536497_66260074389_842547,Test
1822,539876,487761337_13593751662_842804,Test
1823,540036,265005012_81666348827_346730,Control
1824,541195,719615102_20882032888_903414,Control
1825,541195,937975764_93238556861_764825,Control
1826,541395,203323907_49546024584_572091,Test
1827,541976,988581719_21630934242_638809,Test
1828,541979,896638813_72115637117_692729,Test
1829,542028,351042838_81169988442_759119,Test
1830,542047,599333224_74415623264_444247,Test
1831,542527,761309248_38248390378_312353,Control
1832,542536,256130876_71792609565_818848,Test
1833,542598,614787640_76259584720_172404,Control
1834,543787,124905143_25731831330_100485,Test
1835,543787,362002743_81107226521_975090,Test
1836,543787,940649081_13340611680_215183,Test
1837,543812,292377547_92303069024_647742,Control
1838,544943,39910082_69394252729_696249,Test
1839,545273,643252610_65985568106_532590,Test
1840,545449,304206211_33867053693_979010,Test
1841,545887,389490403_54568709867_931723,Control
1842,546158,876179539_75141165157_918257,Test
1843,546281,28130390_19959967452_653861,Test
1844,546337,823926211_51701211119_171161,Control
1845,546664,852436357_63208131347_690541,Control
1846,547252,187645935_12174960805_981346,Control
1847,547252,38022001_55811300987_198659,Control
1848,547868,419866965_11918145416_973554,Control
1849,548028,286717064_17478777083_217777,Control
1850,549987,480693020_38503921740_775731,Control
1851,550126,357525088_85194141270_206989,Test
1852,550255,231050476_80238061171_670530,Test
1853,550255,783479825_84273136499_564988,Test
1854,550276,705329296_34280686345_15992,Control
1855,550793,457139401_99331139615_728777,Test
1856,550953,377110282_68595370304_314656,Control
1857,552124,929868332_27278719131_969767,Control
1858,552898,45877529_40524893322_214547,Test
1859,553313,901544499_73411406841_815912,Test
1860,553410,289090813_65465144252_908181,Test
1861,553410,385970888_91477799202_965788,Test
1862,553410,894750784_85419918129_140271,Test
1863,553410,978100980_19708380625_803664,Test
1864,553718,901235014_63975968584_42507,Control
1865,554955,872650216_7217150200_528612,Test
1866,555510,813431387_30425084251_726043,Control
1867,556258,516889259_10443969595_765289,Test
1868,556775,115951273_67471461260_865174,Control
1869,556775,399150761_59150062560_478901,Control
1870,556775,722085811_31509876756_610739,Control
1871,556775,793384904_42855989294_484173,Control
1872,556775,995363918_7712846116_681378,Control
1873,557311,38947543_97654671467_821686,Test
1874,557659,561432238_63770471230_498205,Test
1875,557808,47344884_58630533965_444165,Test
1876,558109,884531881_43170889429_785613,Test
1877,558250,23442776_52835646408_403792,Test
1878,558676,289398447_91722618490_965230,Test
1879,559169,74306080_78214929740_735469,Control
1880,559432,285289424_67273931999_537840,Test
1881,559435,837728112_21431996470_657152,Control
1882,559468,119038526_29028100757_21295,Test
1883,559678,21001017_12441960970_722407,Test
1884,559881,594268788_20749884745_664334,Control
1885,559937,408674669_1261289570_213009,Test
1886,559937,445393200_83002350505_16937,Test
1887,560360,702449746_84928409378_504397,Control
1888,560486,136940913_72229130608_95684,Test
1889,560486,416484316_98167253241_300849,Test
1890,560486,550124144_32565659697_697602,Test
1891,560486,56092437_76080798889_137533,Test
1892,560486,744196851_52602992733_897083,Test
1893,560486,960844017_60100453039_311866,Test
1894,560675,415946881_53781807412_339139,Test
1895,561051,248531137_99192446872_570111,Test
1896,561052,610040810_55998873421_466840,Control
1897,562145,935338561_57219301508_6809,Test
1898,562259,360986193_24828766820_247139,Control
1899,562427,530152459_95352095840_792421,Control
1900,562592,48160412_51298505840_611204,Test
1901,562776,267652371_66577370088_644771,Test
1902,562776,437554727_39638537404_817194,Test
1903,563851,498245429_32797269885_815931,Test
1904,564529,230380121_52231948701_29307,Test
1905,564529,744159951_43349804816_959512,Test
1906,564877,832622402_45597294114_523720,Test
1907,564880,798530081_70809881259_680292,Control
1908,565576,469495845_34379806841_800091,Control
1909,566009,845576187_25048008745_202909,Test
1910,567010,303794948_29817973580_353053,Control
1911,567520,263788308_33188321635_754122,Test
1912,567717,456429079_55896688768_382674,Control
1913,568021,858935893_55814857691_124976,Test
1914,568086,912334526_53262464926_739800,Control
1915,568159,860071918_42498037976_824507,Control
1916,568680,296773816_10451304293_504877,Test
1917,568718,414959921_20289229877_335490,Test
1918,568718,943876688_4821619760_831142,Test
1919,568724,64201228_81692246119_373630,Test
1920,568724,765829908_60260115119_202309,Test
1921,568759,988099616_20082890787_114238,Test
1922,568867,151860704_58863243456_255810,Test
1923,568867,323822850_11888884576_493611,Test
1924,569235,846413951_9008146562_15527,Test
1925,570484,252938192_88724669383_691142,Control
1926,570484,661390557_30649902146_887963,Control
1927,571423,239488354_7104949993_760544,Control
1928,571600,666213638_30633236589_844504,Test
1929,571626,898018572_63673580367_783201,Test
1930,572142,542334786_41969564663_318001,Test
1931,572266,860529269_94610884237_919445,Control
1932,572522,244493688_59249133583_61358,Test
1933,572542,618611863_14810697920_939566,Test
1934,573143,435252056_75756347211_744232,Test
1935,574163,642648459_8129335925_434329,Test
1936,574571,136461562_30500346133_909523,Test
1937,576893,773440336_4209587492_151304,Control
1938,577051,594985182_33715923205_888781,Control
1939,577051,643539473_78143699597_565038,Control
1940,577462,680108251_2826422166_192938,Test
1941,578478,192755426_86805674_604379,Control
1942,578478,224916348_87228210570_216355,Control
1943,578478,460981148_4711197225_508716,Control
1944,578478,768847892_59797180203_497771,Control
1945,578735,583053453_74004916741_879544,Test
1946,578735,939992804_11854444330_318439,Test
1947,578755,960166282_66825646769_193574,Test
1948,579500,853605680_10943560436_230070,Test
1949,579564,50741167_38225196161_763444,Test
1950,579564,832261732_13667765446_950130,Test
1951,580208,711115270_86762674528_250626,Test
1952,580395,21893776_46054273266_830523,Test
1953,580395,532696590_89168488834_656424,Test
1954,580395,575962896_45136516189_238050,Test
1955,580584,353469509_4619911077_916369,Control
1956,580849,267317523_63322606854_564688,Test
1957,582215,83226671_45879816245_22510,Test
1958,582858,556894080_70014488226_490297,Control
1959,583024,891351178_44199370837_889159,Test
1960,583178,702485799_72076703554_771008,Test
1961,583207,399300412_25370307044_997019,Control
1962,583207,675208729_54259150756_429499,Control
1963,583207,89143616_83376187935_879803,Control
1964,583570,271431189_49395589085_148114,Control
1965,583807,978562356_47288017649_489258,Test
1966,583825,906782959_30863491687_12793,Test
1967,585261,371102705_43673127064_648121,Test
1968,585528,942465740_605247910_845627,Test
1969,585572,752685530_14310328320_825403,Control
1970,585572,795020792_91636166495_954778,Control
1971,585691,963937175_58979463544_279181,Control
1972,585865,608728774_56466732462_515918,Test
1973,585872,817208939_30085452949_627950,Test
1974,587200,572176278_72771909982_435086,Control
1975,587314,983155204_48986447850_657018,Control
1976,587585,200643627_25308473468_216928,Control
1977,587753,369952865_85224621906_616189,Control
1978,587753,428703796_95069148615_679675,Control
1979,587801,219793294_66807341155_437227,Test
1980,588058,987385688_97422807447_172654,Control
1981,588240,361188663_49223353662_507258,Control
1982,588254,321226187_81684093437_802381,Test
1983,588310,133799547_90233612616_885787,Control
1984,588310,207258489_23236998199_713885,Control
1985,588310,962347162_38881874225_28052,Control
1986,588424,956918492_55404683700_916417,Test
1987,589245,591326506_48867617220_855011,Test
1988,589245,798955196_68625737932_487122,Test
1989,589393,561358177_93231544357_784894,Test
1990,589393,696480383_21116670885_172104,Test
1991,589393,879523282_85808679939_771378,Test
1992,589393,883039729_10914020241_975981,Test
1993,589815,371308435_52353408263_598666,Control
1994,590042,511671461_3548809396_299365,Test
1995,590187,853056391_82490894358_878223,Control
1996,590304,703856462_58470618161_656013,Test
1997,590464,896299191_20129430857_906395,Control
1998,590485,748499969_50695751789_102859,Test
1999,591018,762141154_86494891448_889073,Test
2000,591020,231765674_25347394254_638011,Test
2001,591528,488335714_56345398277_129381,Test
2002,591595,154302_46852160250_670110,Control
2003,591595,591007406_96314575834_688551,Control
2004,592140,713425686_11925547686_578647,Test
2005,592140,800144320_28526501089_313492,Test
2006,593238,726254844_62776031058_953054,Test
2007,594012,759961094_71272738093_965421,Control
2008,595241,137619905_40592410049_94052,Control
2009,595241,875044788_66696486879_162306,Control
2010,595691,355713008_93333647976_731023,Test
2011,595922,514745753_99828395841_881300,Control
2012,596352,946914925_76076626314_966258,Control
2013,596483,791310449_26325949484_79663,Test
2014,596540,286981631_47878060889_434521,Control
2015,596962,414534719_3247266555_412887,Test
2016,597136,534383346_20173023073_135734,Test
2017,597792,117892477_19333232296_788067,Test
2018,597966,685104947_19965200228_715655,Test
2019,598421,123357883_17199528077_830645,Test
2020,598498,178936530_37064549198_82686,Test
2021,598498,221256917_4367841178_68398,Test
2022,598498,256290120_66095506768_849751,Test
2023,598498,28383244_19863558385_194483,Test
2024,598498,332878198_44300976337_27573,Test
2025,598498,578713832_90410113914_864456,Test
2026,598498,958181024_15313447104_158039,Test
2027,599602,905030080_67057596790_825421,Control
2028,599938,837206091_53544594721_859813,Control
2029,600087,32003229_99142776418_284697,Test
2030,600754,242189606_352913766_305479,Test
2031,602792,639334526_40942150370_686110,Control
2032,603740,407905366_26503010108_930744,Control
2033,604096,585513535_17552958931_692480,Control
2034,604096,586083241_9844799437_393777,Control
2035,604096,640635156_45436552825_897786,Control
2036,604096,806248860_70312879706_811509,Control
2037,604991,910771770_32246581528_537170,Test
2038,605076,93631612_19504901864_517316,Test
2039,605712,166656811_51990859697_472541,Control
2040,605940,750752482_7217690412_725262,Test
2041,605940,795666729_52762465187_864723,Test
2042,606032,211837184_67501779857_166120,Control
2043,606139,822761432_81029914397_542426,Test
2044,606150,493941310_72086518212_912069,Test
2045,606220,594769646_85589390991_830862,Test
2046,606892,896391514_79144508047_365914,Control
2047,607970,233935236_79865645843_899989,Test
2048,608002,10210243_96284954273_763426,Control
2049,608002,276733960_16646340705_532765,Control
2050,608002,712058271_98273941394_376418,Control
2051,608014,792499075_86333682098_206365,Control
2052,608061,105731649_83555448762_981216,Test
2053,608211,783611630_35239435581_39128,Test
2054,608403,182199919_53905121013_421235,Control
2055,608431,802376401_65256010101_508432,Control
2056,608749,68920578_31762706997_284456,Test
2057,608759,21987991_26608835730_872515,Control
2058,609258,354566032_53207734722_183988,Test
2059,609351,992939045_35471907532_926842,Control
2060,609661,859211576_22319425933_63238,Test
2061,609661,95185324_18328704038_580169,Test
2062,609799,528239977_36945304818_458570,Control
2063,609799,602797890_31125744342_547685,Control
2064,609799,731119487_9633495857_207072,Control
2065,610338,14658630_11709559189_497321,Test
2066,610587,241272243_80808520869_28166,Control
2067,610964,664589339_26299464672_89800,Control
2068,611119,313931664_74458560011_142458,Test
2069,611119,744200774_1882438914_468851,Test
2070,611632,790818587_88566703000_787234,Control
2071,612072,561176347_91902091143_571451,Control
2072,612452,706540231_40117590923_904723,Test
2073,612529,594046449_53279175707_11121,Control
2074,612698,482595800_99491203146_239558,Control
2075,612745,243555674_18535338988_950050,Test
2076,613009,861741836_87475876802_746988,Test
2077,613134,807275658_59209647036_63429,Control
2078,613635,663136796_63391373760_165972,Control
2079,613664,461322374_46377280172_415348,Control
2080,613885,161835828_99709492319_784704,Control
2081,613885,288094696_64269192119_325102,Control
2082,613885,733633933_9381947019_382087,Control
2083,613899,508450028_73254443365_52040,Test
2084,613899,66304834_99199189164_286114,Test
2085,614008,48247674_1307661178_768942,Test
2086,614170,716021863_86145797430_688628,Control
2087,614255,36414058_31336453136_697500,Test
2088,614307,606857577_15058503666_507573,Control
2089,614469,881612333_92983495630_290372,Test
